full_text,english_text
 gua sih besok kalo lolos pildun walau udah ganti pelatih mungkin bakal tetap menyuarakan berkat sty gaada pelatih yg kaya dia ,"I will go tomorrow if I passed the pildun even though I have changed the coach, I might still be voicing thanks to the style that there is no coach who is rich in him"
 ina lsg di pecat sty lvg pengen nya attack sty defense,Ina Lsg is fired Sty LVG ​​I want to Attack Sty Defense
 salah kesuksesan timnas hasil dari semua bukan hanya et tapi yg punya keputusan mecat sty ya cuma et,"Wrong success of the national team results from all not only ET, but those who have a decision to mate, are only et"
padahal sty suka nyebut2 nama et kalo intv,although the style you like you et if intv
 ina mungkin gak sih pemain diaspora tidak cocok dengan gaya kepelatihan sty dan menyampaikan nya ke et et dilema dengan ini tapi karena project et dengan mendatangkan pemain keturunan ini jadi et mengambil keputusan mengganti pelatih yang berasal dar eropa ,Ina may not be a diaspora player does not match the style of coaching and convey it to et et et dilemma with this but because of the project ET by bringing this descendant player to make the decision to change the coach from Europe
 menurut gw malah dana nya kek nya habis bnyak buat bayar sisa kontrak nya sty kan kontrak dia masih 2 tahun lagi ehh malah di terminate,"I think the funds are even the funds run out to pay for the remaining contract, the contract is still in the contract, he is still in 2 years ehh, even in the terminate"
kalo sty balik ngelatih lagi sih fix pengalihan isu aja ini kasian sty harus jadi objek pengalihan isu ,"If I Sty back again, fix the transfer of the issue, this is sorry, it must be the object of the transfer of the issue"
ikut mengomentari perihal sty menurutku pemecatan sty saat ini terlalu terburu buru dan gegabah seharusnya setidaknya diberikan waktu sampai selesai kualifikasi pildun klo emg indo akhirnya tdk lolos baru boleh dievaluasi untuk pemecatan ,"join in commenting about Sty, in my opinion, the current dismissal of Sty is too rushed and rash, it should be given at least time until the completion of the pildun qualifications if EMG Indo finally does not qualify for a new one to be evaluated for dismissal"
 lgk ah kata siapa wakti sty datang dia bawa reputasi ngalahin jerman kluivert datang bawa reputasi gagal sama timnas curacao ,"again, who said who wakti style came he brought a reputation to beat Germany Kluivert came with a reputation failed with the Curacao national team"
sedih bgt ga si ga cuma kehilangan sty aja tapi seluruh staff pelatih nya juga maret match bakal beda vibes bgt ini mah,"It's really sad that it doesn't just lose its style, but the entire staff of the coach is also in March, it will be different in this vibes, this is a different vibes"
masih sakit hati sty out,Still hurt Sty Out
kalo ini jadi dirtek yaa ngk masalah sih yg jdi masalah itu kenpa sty di ganti dan penggantiny track record ny gimana sebagai pelatih harus ny kualitas ny itu di atas sty atau ngk stara dgn sty kita lihat saja sisa laga wcq hasil ny gimana ,"If this is a dirty, the problem is that the problem is that the problem is to be replaced and the replacement of the track record is how to be a coach, you have to be the quality of it above or not, we will see the rest of the wcq match, how"
 problematik di jadiin head coach gila lu perkara sty gk bisa bahasa asing takut gk nyambung sama dirtek mbok ya cari yg bener jgn yg problematik bego ,Problematic is used as a crazy head coach.
sty tak lagi jadi pelatih timnas begini respons jokowi ,Sty is no longer a national team coach like this Jokowi's response
tua bangka otak tumpul sty ga pegang timnas ga rugi dongok banyak yang mau pake dia kontol arya tohir apa towel yang lu sepong ,Old Bangka Brain blunt Sty not holding the national team not losing a lot of people who want to use him Arya Tohir's dick what Towel is that you are blowing
 pdhl ada kapolri yg ga pernah kelar kpi nya eh malah sty yg dpecat,"pdhl there is a National Police Chief who never finished his KPI eh, even the style"
 fm di fm25 katanya ada periode khusus interview pelatih pas natal bisa auto keterima min btw udh ada yg bikin simulasi timnas klo tetep sama sty vs timnas versi patrick kluivert sampe qwc round 3 kelar ga ,"FM at FM25 said there was a special period of coach interviews at Christmas, you could auto receive it, there was a simulation of the national team if it remained the same as the national team vs the national team version of the patrick kluivert until the qwc round 3 was not finished"
w persilahkan justin hubner buat ngomel ngomel di sosmed kalo nanti pelatih baru gak setara sama sty,Welong Justin Hubner to grumble on social media if later the new coach is not equivalent to Sty
 bilang aja sty bikin bisnis mafia ga berkembang gitu aja belibet sedih gue anjir padahal gw ga suka bola asw ,Let's just make the Mafia business grow and not be so sad to be
masih bitter soal sty out terus diganti sama orang kaga gablek njir emang susah kalau udah dikuasain mafia mah kaga bakalan bener ,Still bitter about sty out continues to be replaced by the Gablek Njir's hardships if it has been raped by Mafia Mah Kaga Bakalan Bener
 hidup pemuja anak sty hahahah,Life of Children's worshipers Sty hahahah
kasihan timnas membangun tim itu sulit ini yg dilakukan sty mungkin dia bukan yg terbaik tunggu sampai round 3 brg bahrain evaluasi baru fair ,sorry for the national team to build this difficult team that is done like maybe he is not the best waiting until round 3 brg bahrain new evaluation of fair
 betul bang dgn sty kita msh on track kemudian federasi mengganti pelatih di tengah tengah kualifikasi wc artinya hrs jauh lebih baik dong makanya ekspektasi public berubah jd result based lolos wc jd harga mati nah lawan bahrain nih orang udh pd siap siap revenge di kandang,"That's right with Sty, we are still on track then the federation changes the coach in the middle of the toilet qualification, it means that it must be much better, so the public expectations change to the results of the result of passing the toilet so the price is fixed, the opponent is the opponent,"
 nah naha tos gugah jam sakieu gelisah mikiran sty sawewengi teu bobo,Would you get up the hours of the jam I'm thinking sty set up to sleep
dari sty kita belajar berjuang dengan tulus aja gak cukup ,"From Sty we learn to fight sincerely, it's not enough"
ni serius bgt ni maret ga bisa liat sty ent ,"This is really serious, this March can't see Sty Ent"
berita bagus setelah sty dipecat pssi ,good news after style fired pssi
 kita bisa gak sih bikin gerakan pencegahan kan belum tanda tangan nih masih verbal kan terus sekalian kita paksa seluruh exco out dan pemilihan ketua umum dan exco harus ada andil suporter kedepannya perlu ketua suporter nih sty shintaeyong pssi exco ,"We can not make a prevention movement, right? It's still a verbal signature, and then we will force all the Exco Out and the election of the general chairman and exco must have a supporter in the future, the head of the supporter is a shintaeyong pssi exco"
 liam id kalah lawan australia kluivertout karena sdh tidak ada kata proses2 percaya proses bullshit pelatih yang katanya lebih baik dari sty tidak butuh proses2an sty bisa imbang lawan australia berarti pengganti nya wajib menang tidak ada kata imbang apalagi kalah,"Liam ID lost against Australia Kluivertout because there was no word of process believed the bullshit coach process which was said to be better than Sty did not need a Sty process to be a draw against Australia, meaning that his replacement was obliged to win there was no word, let alone lose"
 sty sering bereksperimen di pertandingan pertandingan penting yg seharusnya bisa menang ini yg buat et geram ,Sty often experimented in important matches that should be able to win this who made it furious
terima kasih sty,Thank you Sty
 gimana perasaan yang kemarin teriak2 sty miskin taktik makan tuh coach baru ntar makin marak mafia judi bola lumayan laku nih kalau pasang indo buat r3 magia judi untung ,"How did I feel that yesterday's screaming Poor Sty Tactics to eat, the new coach will be more widespread the ball gambling mafia, it sells well if you install indo for r3, gambling profit"
selamat datang pelatih baru timnas di tahun baru harapan baru jika sty masih dipertahankan timnas akan begitu2 saja tapi dg pelatih baru ada dua kemungkinan tambah bagus atau bisa juga tambah jelek ,"Welcome to the new national team coach in the New Year New Harapan if Sty is still maintained by the national team, it will be like that, but with a new coach there are two possibilities more good or it can also be even more ugly"
 trmksh sty ,trmksh sty
lagi menghindar ttg sty semua bikin nyesek kl baca ,again avoiding about style everything makes you feel sorry to read
 gimana ceritanya dia dapet wawancara pdhl kontrak sty masih panjang ,how is the story he got an interview on the Contract Sty still long
 sedih di tinggal ayang sedih di tinggal sty ,sad at staying sad at staying style
nyesek banget gua sampe kaga bisa tidur gara gara sty keluar persis yang gua alamin pas jaman 2010,very sad I can not sleep because of the sty out exactly that I experienced in the 2010
indonesia kali ini akan gagal menuju pildun tanpa sty harus mundur apabila gagal menangani liga italia yg terdegredasi tdk ada hasilnya kita buktikan 2025 akan gagal dgn pelatih yg hobby judi bangsaattt ,Indonesia this time will fail to go to Pilduun without Sty having to withdraw if it fails to handle the degredated Italian League there is no result we prove that 2025 will fail with a coach who hobby gambling nationattttt
 strand padahal sty sering ngorbitin pemain lokal,Strand even though Sty often ngorbitin local players
para pemain timnas banyak yg merasa kehilangan dengan dipecatnya sty ,Many national team players who feel lost with the fired of Sty
ternyata aff jebakan buat sty,It turns out that the AFF trap for style
takutnya sty malah diambil sama negara tukang claim itu,fearing that Sty was taken with the claims of the claimant
 sty gamau masuk club ,Sty Gamau Enter Club
